@relation bearing_data1

@attribute sensor_0 numeric
@attribute sensor_1 numeric
@attribute sensor_2 numeric
@attribute sensor_3 numeric
@attribute sensor_4 numeric
@attribute sensor_5 numeric
@attribute sensor_6 numeric
@attribute sensor_7 numeric

@data
-0.117526,-0.116766,-0.11727,-0.117107,-0.114044,-0.112959,-0.113435,-0.113577
-0.117344,-0.117297,-0.11505,-0.11649,-0.113008,-0.113836,-0.113854,-0.11355
-0.118082,-0.118105,-0.117906,-0.118068,-0.114645,-0.114379,-0.114581,-0.114561
-0.116116,-0.116327,-0.116335,-0.116166,-0.114142,-0.114645,-0.113667,-0.114647
-0.117237,-0.116905,-0.115918,-0.115373,-0.11365,-0.113561,-0.113616,-0.11324
-0.117801,-0.117353,-0.117481,-0.117605,-0.114508,-0.114007,-0.114673,-0.114352
-0.11692,-0.116803,-0.116626,-0.115794,-0.114055,-0.113894,-0.114268,-0.114171
-0.11665,-0.116395,-0.116264,-0.116027,-0.113245,-0.113738,-0.113929,-0.113116
-0.118512,-0.117442,-0.116826,-0.11671,-0.114259,-0.1154,-0.115068,-0.113945
-0.115925,-0.115234,-0.116503,-0.115808,-0.114062,-0.113688,-0.113351,-0.112974
-0.115292,-0.115672,-0.115659,-0.115281,-0.113063,-0.113869,-0.112951,-0.112402
-0.117129,-0.117664,-0.117439,-0.117589,-0.114942,-0.115061,-0.113822,-0.114164
-0.117148,-0.116506,-0.117745,-0.116454,-0.114655,-0.114291,-0.114546,-0.114925
-0.118114,-0.116683,-0.117555,-0.117921,-0.114902,-0.11473,-0.114635,-0.114495
-0.117997,-0.116786,-0.117101,-0.117398,-0.114624,-0.115526,-0.115096,-0.114631
-0.117267,-0.116936,-0.117318,-0.116865,-0.114718,-0.115032,-0.114583,-0.114876
-0.118442,-0.119108,-0.119598,-0.118712,-0.116482,-0.115924,-0.116171,-0.11601
-0.118936,-0.1193,-0.118816,-0.118557,-0.115825,-0.116182,-0.116368,-0.115726
-0.117508,-0.117758,-0.116927,-0.116907,-0.114338,-0.114104,-0.114647,-0.114151
-0.116644,-0.116823,-0.11857,-0.117861,-0.114424,-0.113908,-0.11464,-0.114206
-0.116763,-0.117074,-0.116889,-0.11711,-0.113726,-0.112096,-0.114019,-0.114113
-0.117585,-0.11624,-0.117203,-0.116915,-0.113948,-0.113979,-0.114499,-0.11362
-0.117235,-0.116422,-0.117101,-0.116595,-0.113761,-0.114186,-0.114192,-0.114313
-0.116891,-0.116557,-0.117012,-0.116935,-0.114554,-0.113994,-0.114265,-0.114114
-0.118208,-0.117235,-0.116184,-0.11675,-0.113526,-0.115358,-0.114038,-0.113814
-0.11787,-0.117702,-0.116926,-0.116992,-0.114173,-0.115258,-0.114254,-0.114317
-0.11731,-0.116212,-0.11666,-0.117294,-0.113859,-0.112844,-0.114433,-0.114468
-0.115417,-0.115988,-0.114719,-0.114807,-0.112763,-0.112971,-0.112682,-0.112492
-0.118028,-0.117647,-0.116105,-0.117713,-0.114163,-0.113534,-0.114333,-0.114283
-0.117602,-0.116519,-0.117526,-0.117359,-0.115659,-0.11581,-0.115069,-0.114962
-0.117504,-0.117662,-0.116529,-0.11669,-0.113728,-0.115697,-0.114598,-0.113795
-0.116956,-0.116472,-0.116507,-0.117532,-0.113503,-0.112292,-0.113889,-0.113714
-0.118294,-0.117722,-0.118299,-0.118025,-0.115127,-0.115386,-0.114548,-0.114441
-0.117491,-0.116015,-0.116964,-0.116598,-0.114153,-0.113908,-0.114035,-0.113749
-0.117028,-0.116917,-0.116842,-0.117105,-0.11394,-0.113872,-0.138887,-0.113613
-0.119079,-0.118398,-0.117472,-0.117667,-0.114556,-0.115023,-0.140732,-0.114621
-0.116751,-0.11625,-0.116236,-0.116033,-0.113748,-0.114533,-0.114867,-0.113849
-0.116066,-0.116618,-0.117662,-0.116787,-0.113771,-0.115101,-0.114136,-0.113549
-0.117829,-0.117822,-0.118235,-0.117757,-0.115701,-0.115537,-0.115535,-0.115133
-0.1161,-0.116515,-0.117447,-0.117719,-0.114617,-0.113837,-0.11398,-0.114033
-0.117763,-0.116819,-0.116503,-0.117149,-0.113396,-0.114616,-0.113897,-0.114531
-0.11765,-0.117927,-0.11659,-0.117934,-0.115202,-0.115133,-0.11528,-0.115283
-0.115519,-0.116727,-0.117058,-0.116212,-0.113959,-0.114594,-0.113776,-0.112836
-0.117578,-0.115847,-0.116382,-0.117208,-0.114419,-0.113981,-0.113999,-0.113048
-0.118675,-0.118735,-0.117369,-0.117922,-0.115715,-0.115086,-0.115232,-0.114433
-0.117296,-0.116548,-0.116802,-0.116159,-0.114093,-0.114364,-0.113902,-0.11384
-0.117737,-0.117604,-0.116467,-0.116776,-0.114007,-0.114145,-0.114372,-0.113373
-0.118309,-0.118417,-0.118777,-0.118768,-0.115977,-0.115099,-0.115781,-0.115629
-0.117334,-0.116752,-0.117821,-0.116545,-0.114155,-0.114686,-0.114429,-0.11341
-0.116432,-0.116848,-0.116162,-0.116565,-0.114223,-0.114157,-0.114507,-0.11472
-0.118834,-0.11858,-0.118143,-0.117232,-0.115408,-0.1148,-0.114931,-0.11461
-0.117105,-0.116382,-0.116938,-0.11701,-0.113645,-0.114396,-0.113847,-0.113392
-0.118009,-0.116393,-0.116631,-0.117209,-0.114028,-0.113566,-0.114615,-0.113057
-0.118159,-0.1184,-0.117748,-0.117907,-0.114913,-0.114713,-0.11549,-0.115487
-0.117513,-0.116353,-0.116714,-0.116591,-0.114119,-0.11356,-0.114102,-0.114388
-0.116523,-0.116752,-0.117028,-0.116827,-0.114233,-0.113797,-0.11384,-0.114286
-0.118057,-0.117391,-0.118316,-0.117332,-0.115341,-0.115074,-0.115349,-0.115176
-0.117449,-0.116836,-0.116386,-0.115904,-0.114304,-0.11475,-0.113847,-0.113719
-0.117309,-0.116185,-0.116417,-0.116084,-0.113709,-0.113776,-0.114254,-0.113741
-0.117358,-0.118081,-0.116949,-0.117634,-0.115044,-0.114412,-0.114803,-0.114823
-0.116694,-0.117809,-0.116658,-0.117014,-0.113555,-0.114534,-0.114199,-0.113836
-0.116925,-0.116976,-0.116724,-0.116439,-0.114507,-0.114363,-0.114013,-0.113884
-0.118717,-0.118066,-0.118286,-0.117231,-0.114314,-0.115011,-0.115628,-0.11481
-0.116651,-0.117518,-0.116578,-0.116748,-0.113333,-0.113932,-0.114165,-0.11475
-0.115793,-0.116556,-0.116939,-0.116799,-0.113966,-0.114357,-0.114153,-0.113978
-0.117794,-0.117425,-0.117738,-0.117901,-0.114756,-0.115307,-0.114949,-0.114901
-0.116771,-0.117026,-0.117389,-0.116585,-0.113221,-0.11361,-0.114124,-0.11381
-0.1167,-0.116954,-0.116263,-0.116038,-0.113679,-0.113293,-0.114031,-0.114244
-0.117422,-0.117021,-0.118342,-0.117659,-0.114961,-0.115958,-0.115429,-0.115433
-0.117474,-0.116742,-0.117268,-0.116657,-0.11357,-0.11395,-0.114192,-0.114324
-0.117404,-0.11621,-0.117202,-0.116803,-0.113901,-0.114496,-0.11392,-0.113487
-0.117857,-0.117244,-0.118071,-0.117725,-0.115026,-0.114862,-0.11507,-0.11445
-0.118051,-0.116768,-0.117357,-0.116408,-0.114401,-0.114153,-0.114168,-0.113817
-0.116767,-0.117319,-0.11652,-0.116812,-0.114405,-0.114081,-0.114176,-0.113877
-0.118637,-0.118431,-0.117759,-0.118015,-0.114138,-0.115018,-0.114916,-0.113481
-0.11639,-0.117176,-0.115679,-0.116383,-0.113414,-0.113928,-0.113947,-0.113473
-0.117255,-0.117178,-0.115899,-0.116894,-0.114161,-0.114162,-0.114182,-0.11417
-0.118478,-0.117763,-0.117334,-0.117313,-0.115386,-0.114995,-0.114919,-0.114756
-0.117245,-0.116527,-0.116531,-0.116933,-0.114355,-0.114044,-0.114182,-0.11356
-0.116573,-0.11656,-0.117278,-0.116899,-0.114652,-0.114724,-0.113998,-0.113457
-0.119056,-0.117231,-0.117174,-0.118006,-0.115433,-0.114966,-0.115248,-0.114507
-0.117059,-0.117149,-0.116217,-0.116821,-0.113612,-0.113966,-0.113988,-0.11351
-0.116166,-0.11695,-0.117488,-0.117566,-0.114332,-0.114769,-0.113938,-0.113522
-0.117764,-0.118845,-0.117808,-0.117847,-0.115266,-0.115104,-0.115296,-0.114991
-0.116563,-0.116121,-0.117472,-0.117038,-0.11467,-0.114052,-0.113823,-0.113843
-0.117361,-0.117777,-0.116514,-0.116953,-0.11447,-0.115005,-0.114572,-0.114292
-0.11726,-0.117835,-0.117019,-0.116956,-0.115485,-0.115574,-0.114873,-0.115101
-0.114879,-0.115441,-0.1165,-0.115344,-0.113908,-0.114271,-0.113735,-0.113071
-0.116555,-0.115892,-0.116078,-0.116462,-0.11471,-0.113728,-0.11427,-0.114436
-0.118033,-0.118788,-0.11833,-0.117214,-0.114457,-0.115565,-0.11515,-0.11535
-0.116971,-0.116175,-0.116806,-0.116292,-0.114911,-0.113972,-0.113684,-0.113643
-0.115857,-0.115688,-0.116599,-0.116662,-0.113863,-0.113856,-0.114061,-0.113431
-0.117845,-0.118192,-0.117858,-0.118207,-0.115129,-0.115187,-0.115017,-0.11547
-0.117859,-0.117243,-0.117032,-0.116681,-0.114476,-0.114014,-0.114047,-0.113928
-0.115796,-0.116674,-0.115861,-0.116646,-0.11402,-0.113512,-0.114157,-0.113657
-0.117483,-0.118169,-0.118605,-0.117413,-0.114497,-0.113823,-0.114691,-0.114734
-0.11776,-0.117856,-0.117581,-0.116782,-0.113269,-0.114039,-0.114218,-0.114452
-0.116792,-0.115482,-0.11625,-0.116442,-0.113913,-0.113368,-0.114131,-0.113431
-0.118092,-0.118099,-0.11801,-0.118924,-0.11538,-0.114811,-0.114741,-0.114473
-0.116449,-0.117272,-0.11666,-0.11622,-0.113468,-0.11361,-0.113892,-0.113483
-0.118263,-0.116846,-0.118411,-0.11806,-0.113965,-0.114437,-0.114406,-0.113634
-0.117219,-0.117189,-0.118906,-0.117213,-0.114598,-0.115307,-0.115207,-0.114737
-0.117954,-0.116779,-0.117801,-0.11703,-0.114346,-0.1144,-0.114517,-0.114261
-0.116825,-0.116132,-0.116161,-0.116951,-0.113205,-0.11323,-0.113869,-0.113363
-0.118787,-0.118583,-0.118835,-0.118209,-0.115224,-0.115741,-0.115154,-0.114994
-0.115798,-0.115812,-0.116576,-0.116812,-0.113436,-0.112809,-0.113916,-0.11364
-0.117538,-0.116828,-0.11756,-0.117202,-0.114205,-0.114365,-0.11385,-0.114258
-0.118268,-0.117832,-0.117474,-0.117385,-0.114547,-0.114787,-0.115063,-0.114795
-0.116514,-0.117864,-0.118401,-0.117512,-0.113939,-0.113187,-0.114302,-0.113798
-0.117644,-0.116622,-0.116338,-0.116913,-0.11458,-0.114026,-0.113703,-0.113291
-0.117102,-0.117472,-0.115531,-0.116924,-0.114536,-0.114294,-0.115231,-0.115424
-0.1168,-0.116159,-0.117357,-0.116281,-0.11359,-0.113281,-0.113693,-0.113299
-0.118063,-0.11681,-0.117558,-0.117392,-0.113403,-0.113882,-0.113965,-0.11316
-0.118216,-0.118308,-0.117265,-0.117718,-0.115264,-0.116171,-0.115561,-0.107922
-0.11745,-0.11718,-0.117463,-0.117343,-0.114137,-0.114011,-0.114016,-0.11226
-0.117609,-0.116843,-0.116096,-0.116749,-0.114292,-0.113255,-0.114028,-0.114733
-0.11819,-0.118588,-0.117811,-0.117131,-0.114764,-0.115061,-0.115504,-0.115244
-0.117173,-0.116477,-0.116934,-0.116733,-0.113529,-0.113426,-0.11388,-0.113942
-0.116522,-0.116655,-0.117112,-0.116356,-0.113982,-0.112705,-0.113929,-0.113722
-0.118267,-0.117153,-0.118068,-0.117696,-0.11466,-0.115232,-0.115183,-0.114373
-0.116984,-0.117475,-0.116744,-0.117426,-0.113644,-0.113678,-0.113978,-0.113902
-0.11758,-0.116579,-0.116348,-0.116316,-0.113987,-0.1132,-0.113051,-0.113505
-0.117704,-0.116835,-0.117326,-0.11793,-0.115067,-0.114406,-0.11481,-0.114282
-0.118024,-0.116748,-0.116497,-0.116217,-0.113792,-0.114554,-0.110814,-0.112913
-0.116371,-0.115748,-0.116186,-0.116915,-0.113552,-0.114188,-0.114354,-0.113049
-0.119413,-0.117755,-0.117808,-0.118423,-0.115313,-0.115234,-0.115689,-0.114884
-0.11635,-0.116446,-0.117936,-0.11674,-0.114231,-0.112931,-0.114192,-0.114007
-0.116611,-0.116312,-0.117396,-0.116624,-0.114438,-0.11395,-0.113879,-0.113842
-0.118389,-0.117059,-0.117601,-0.117468,-0.114286,-0.115091,-0.114795,-0.114327
-0.116897,-0.117156,-0.115576,-0.11661,-0.113767,-0.114743,-0.113662,-0.111118
-0.117213,-0.116137,-0.116586,-0.115849,-0.113969,-0.113354,-0.113741,-0.111633
-0.118491,-0.118125,-0.117406,-0.117468,-0.114816,-0.115403,-0.114986,-0.112802
-0.116466,-0.117135,-0.116922,-0.116858,-0.115107,-0.114012,-0.114059,-0.114257
-0.116262,-0.116288,-0.116184,-0.116984,-0.113892,-0.11433,-0.114083,-0.114042
-0.117826,-0.117246,-0.117585,-0.117398,-0.114466,-0.11385,-0.114908,-0.112543
-0.11723,-0.116875,-0.115993,-0.116057,-0.113492,-0.115447,-0.114146,-0.113848
-0.117119,-0.116808,-0.116573,-0.115847,-0.113367,-0.112748,-0.113378,-0.113804
-0.117419,-0.117742,-0.117959,-0.117546,-0.114856,-0.115523,-0.114936,-0.115216
-0.117138,-0.116874,-0.116666,-0.117276,-0.113781,-0.113799,-0.113195,-0.113775
-0.116815,-0.116864,-0.116193,-0.115881,-0.113958,-0.114577,-0.10964,-0.113396
-0.117374,-0.116339,-0.117711,-0.117368,-0.115329,-0.115112,-0.115386,-0.115598
-0.117141,-0.117069,-0.116791,-0.116454,-0.11422,-0.114483,-0.114343,-0.114722
-0.116418,-0.116856,-0.118612,-0.117298,-0.114242,-0.113297,-0.114152,-0.114321
-0.118181,-0.117339,-0.118038,-0.117722,-0.114699,-0.114667,-0.115173,-0.114405
-0.116866,-0.116561,-0.115976,-0.116504,-0.113198,-0.113961,-0.114037,-0.113394
-0.117215,-0.116148,-0.116973,-0.116602,-0.114534,-0.113263,-0.113771,-0.113113
-0.118559,-0.118382,-0.116965,-0.116834,-0.114529,-0.115335,-0.115064,-0.115087
-0.116118,-0.116641,-0.116359,-0.116473,-0.113918,-0.113763,-0.113458,-0.110568
-0.117235,-0.116696,-0.116804,-0.116835,-0.114029,-0.114197,-0.114155,-0.111714
-0.118457,-0.117382,-0.117659,-0.118126,-0.115408,-0.116139,-0.115547,-0.120474
-0.116373,-0.116577,-0.117264,-0.116974,-0.114307,-0.113702,-0.113779,-0.109204
-0.117585,-0.116172,-0.11764,-0.117108,-0.114495,-0.113535,-0.113709,-0.113834
-0.118838,-0.118768,-0.117427,-0.117899,-0.115015,-0.115117,-0.11514,-0.114833
-0.116038,-0.116211,-0.117302,-0.116768,-0.11444,-0.114124,-0.113488,-0.11327
-0.116504,-0.11611,-0.116795,-0.115606,-0.114809,-0.113431,-0.114001,-0.113985
-0.117469,-0.118272,-0.117213,-0.117664,-0.114874,-0.115276,-0.115018,-0.114271
-0.11691,-0.116973,-0.116689,-0.11667,-0.113948,-0.114338,-0.114351,-0.113768
-0.11703,-0.116597,-0.11781,-0.117738,-0.114054,-0.11363,-0.113993,-0.113824
-0.117877,-0.117323,-0.116794,-0.116829,-0.114127,-0.114934,-0.114912,-0.114509
-0.117859,-0.116541,-0.116614,-0.116412,-0.114003,-0.113746,-0.114,-0.11395
-0.116971,-0.117194,-0.116792,-0.116054,-0.114222,-0.114029,-0.114063,-0.113826
-0.117234,-0.117149,-0.11759,-0.117246,-0.114333,-0.115889,-0.114698,-0.11502
-0.116396,-0.116555,-0.115251,-0.11501,-0.113661,-0.113748,-0.113993,-0.114134
-0.117335,-0.117271,-0.117052,-0.116303,-0.114345,-0.113805,-0.11391,-0.113953
-0.117781,-0.117638,-0.117002,-0.117174,-0.115038,-0.11545,-0.11494,-0.110152
-0.117456,-0.116372,-0.116675,-0.116568,-0.1145,-0.114093,-0.114261,-0.114997
-0.117085,-0.117221,-0.116495,-0.116551,-0.114187,-0.113563,-0.11369,-0.113815
-0.117744,-0.117788,-0.117821,-0.117751,-0.114788,-0.11561,-0.115286,-0.115457
-0.116695,-0.117474,-0.116773,-0.116754,-0.114463,-0.113733,-0.113702,-0.113072
-0.117174,-0.116697,-0.118249,-0.116574,-0.114272,-0.114214,-0.11391,-0.113617
-0.117876,-0.117595,-0.117707,-0.117937,-0.114396,-0.114784,-0.114593,-0.115336
-0.116594,-0.117162,-0.11698,-0.11645,-0.11394,-0.114171,-0.114036,-0.113962
-0.117719,-0.117108,-0.117419,-0.116452,-0.113622,-0.113729,-0.113938,-0.11356
-0.118762,-0.118181,-0.117415,-0.11747,-0.114542,-0.114441,-0.115165,-0.113881
-0.117552,-0.117982,-0.116975,-0.117501,-0.114001,-0.114897,-0.1133,-0.11365
-0.116332,-0.116067,-0.116927,-0.117158,-0.113816,-0.114421,-0.111423,-0.113616
-0.117429,-0.117221,-0.116886,-0.117773,-0.114507,-0.115157,-0.114477,-0.114531
-0.116137,-0.116529,-0.116403,-0.11674,-0.113765,-0.114172,-0.113897,-0.113823
-0.118781,-0.117079,-0.116819,-0.117137,-0.114038,-0.113729,-0.113876,-0.11405
-0.117329,-0.116595,-0.117462,-0.117591,-0.115354,-0.11533,-0.11479,-0.115411
-0.116383,-0.116929,-0.116808,-0.116074,-0.114217,-0.11393,-0.114081,-0.113499
-0.117526,-0.117813,-0.117114,-0.117392,-0.114103,-0.113771,-0.113614,-0.114624
-0.118559,-0.11818,-0.117163,-0.117472,-0.115265,-0.115636,-0.114467,-0.115453
-0.116559,-0.115712,-0.116983,-0.115974,-0.114219,-0.113899,-0.113855,-0.113453
-0.116395,-0.117072,-0.11748,-0.117416,-0.114648,-0.113664,-0.114017,-0.113531
-0.116975,-0.117159,-0.117585,-0.117719,-0.115284,-0.115326,-0.115027,-0.11555
-0.116681,-0.116296,-0.116417,-0.116275,-0.113921,-0.114279,-0.12806,-0.113424
-0.116921,-0.116731,-0.116102,-0.116153,-0.113779,-0.11345,-0.114034,-0.115372
-0.117502,-0.11674,-0.11719,-0.117212,-0.115625,-0.1153,-0.115075,-0.114738
-0.115546,-0.115393,-0.1157,-0.11579,-0.113268,-0.113573,-0.113236,-0.112968
-0.116135,-0.115836,-0.116213,-0.116813,-0.113634,-0.114272,-0.113721,-0.113444
-0.11741,-0.117509,-0.117785,-0.118479,-0.115036,-0.114392,-0.114593,-0.114061
-0.117653,-0.11912,-0.118009,-0.117103,-0.115832,-0.115874,-0.115315,-0.115044
-0.116356,-0.116817,-0.116866,-0.116611,-0.114355,-0.113987,-0.11343,-0.113877
-0.117404,-0.117832,-0.117527,-0.117818,-0.114246,-0.114737,-0.115132,-0.115272
-0.117409,-0.116366,-0.116669,-0.116862,-0.113209,-0.114135,-0.11446,-0.113662
-0.115686,-0.116145,-0.116744,-0.116622,-0.114278,-0.113791,-0.114034,-0.113135
-0.119001,-0.117866,-0.118326,-0.11773,-0.114717,-0.114983,-0.114787,-0.115114
-0.116231,-0.115907,-0.116672,-0.116394,-0.114317,-0.114208,-0.112682,-0.113769
-0.117426,-0.117596,-0.11574,-0.116685,-0.113062,-0.114273,-0.113746,-0.11341
-0.117836,-0.118329,-0.118233,-0.117422,-0.115339,-0.116124,-0.113507,-0.113547
-0.116184,-0.115719,-0.115751,-0.115912,-0.114145,-0.114675,-0.114418,-0.113541
-0.116391,-0.115093,-0.115192,-0.115535,-0.114408,-0.113691,-0.114348,-0.115356
-0.118123,-0.11783,-0.117877,-0.118053,-0.11495,-0.114463,-0.114552,-0.11384
-0.116271,-0.115424,-0.117013,-0.116007,-0.114364,-0.113395,-0.114085,-0.099047
-0.117123,-0.115811,-0.116798,-0.115727,-0.114396,-0.114463,-0.11372,-0.111053
-0.117749,-0.117339,-0.117534,-0.117215,-0.115122,-0.115204,-0.114337,-0.113158
-0.117508,-0.117562,-0.11694,-0.116801,-0.113604,-0.114232,-0.11418,-0.112931
-0.115828,-0.115887,-0.115987,-0.115767,-0.113398,-0.1138,-0.113542,-0.114347
-0.118558,-0.117883,-0.117202,-0.117718,-0.1146,-0.11409,-0.115059,-0.113998
-0.116599,-0.116347,-0.116778,-0.116612,-0.113817,-0.113479,-0.113744,-0.114932
-0.117174,-0.117472,-0.117093,-0.116763,-0.114131,-0.11383,-0.121398,-0.114006
-0.117335,-0.116392,-0.116073,-0.116553,-0.115343,-0.116177,-0.114872,-0.112482
-0.118129,-0.116731,-0.117538,-0.116659,-0.114489,-0.114603,-0.113848,-0.128795
-0.117517,-0.116103,-0.116943,-0.115859,-0.113527,-0.114392,-0.111483,-0.116771
-0.117688,-0.11786,-0.117447,-0.117435,-0.114879,-0.115439,-0.114854,-0.115302
-0.116506,-0.116168,-0.116196,-0.116182,-0.11341,-0.113634,-0.113232,-0.111184
-0.115714,-0.115594,-0.11649,-0.116388,-0.113494,-0.114444,-0.113309,-0.11459
-0.116839,-0.11783,-0.118605,-0.117559,-0.114853,-0.114229,-0.119012,-0.112572
-0.116905,-0.117021,-0.116583,-0.117327,-0.113638,-0.113426,-0.113706,-0.113684
-0.117223,-0.117235,-0.115902,-0.116978,-0.113887,-0.113663,-0.113812,-0.113553
-0.117897,-0.118482,-0.118025,-0.117098,-0.115238,-0.115513,-0.115269,-0.112996
-0.115975,-0.116895,-0.1172,-0.116213,-0.113463,-0.113538,-0.114,-0.113294
-0.116677,-0.115607,-0.116382,-0.116038,-0.114224,-0.113559,-0.114285,-0.112746
-0.11742,-0.117819,-0.118011,-0.118094,-0.115228,-0.114973,-0.115405,-0.104155
-0.116295,-0.116834,-0.116049,-0.115766,-0.113901,-0.113612,-0.113219,-0.102727
-0.117022,-0.117625,-0.117715,-0.117195,-0.114204,-0.113598,-0.114012,-0.114798
-0.117516,-0.117538,-0.117448,-0.117308,-0.113828,-0.113353,-0.114,-0.115211
-0.117434,-0.116544,-0.117227,-0.116543,-0.114583,-0.114921,-0.11445,-0.113962
-0.117362,-0.117029,-0.116922,-0.117205,-0.114223,-0.113422,-0.114031,-0.115561
-0.117328,-0.116808,-0.116487,-0.117175,-0.114449,-0.115111,-0.114311,-0.114017
-0.117551,-0.117847,-0.117408,-0.117135,-0.113776,-0.11355,-0.114159,-0.113089
-0.117008,-0.117498,-0.117104,-0.117731,-0.114492,-0.114897,-0.114384,-0.115058
-0.117491,-0.117248,-0.117356,-0.117002,-0.11424,-0.113814,-0.114384,-0.112852
-0.117613,-0.117535,-0.117335,-0.116618,-0.113943,-0.114527,-0.11414,-0.113294
-0.118994,-0.117175,-0.116218,-0.117006,-0.114128,-0.114579,-0.114364,-0.113964
-0.117147,-0.116724,-0.117446,-0.117356,-0.114469,-0.114719,-0.113736,-0.114056
-0.117449,-0.116779,-0.117025,-0.117053,-0.11464,-0.113948,-0.11377,-0.114383
-0.117364,-0.115857,-0.11764,-0.116605,-0.113594,-0.114389,-0.11437,-0.114896
-0.117169,-0.117615,-0.117262,-0.116628,-0.113647,-0.11339,-0.114125,-0.114208
-0.117678,-0.11726,-0.117666,-0.117147,-0.115248,-0.114034,-0.114638,-0.114986
-0.117237,-0.117762,-0.117068,-0.11739,-0.11467,-0.113968,-0.114303,-0.114255
-0.119493,-0.118633,-0.119394,-0.118886,-0.11593,-0.116376,-0.116531,-0.11593
-0.119953,-0.119319,-0.119219,-0.118686,-0.116513,-0.115889,-0.116652,-0.116111
-0.118318,-0.118618,-0.117624,-0.11643,-0.113352,-0.115154,-0.114953,-0.114693
-0.117212,-0.117491,-0.117226,-0.116857,-0.114488,-0.114189,-0.114176,-0.114581
-0.116773,-0.116741,-0.117296,-0.117641,-0.114279,-0.115055,-0.114558,-0.115043
-0.117796,-0.116909,-0.117059,-0.117192,-0.114055,-0.113506,-0.114029,-0.114104
-0.117805,-0.117949,-0.118181,-0.117741,-0.115501,-0.115912,-0.115369,-0.115336
-0.118625,-0.116962,-0.117076,-0.116494,-0.114448,-0.11423,-0.114289,-0.113967
-0.117333,-0.118096,-0.117532,-0.117243,-0.114527,-0.114228,-0.114114,-0.11403
-0.119055,-0.118504,-0.118506,-0.118141,-0.114436,-0.115221,-0.114802,-0.114408
-0.117023,-0.116225,-0.117398,-0.117438,-0.114136,-0.113374,-0.11445,-0.114021
-0.117726,-0.116833,-0.116582,-0.117129,-0.113548,-0.114361,-0.113597,-0.113325
-0.120355,-0.119673,-0.118884,-0.11871,-0.115777,-0.116409,-0.115823,-0.115456
-0.117604,-0.117623,-0.117902,-0.11821,-0.11558,-0.115051,-0.11468,-0.114983
-0.117194,-0.116113,-0.117167,-0.117253,-0.11432,-0.113742,-0.114521,-0.115066
-0.11797,-0.120198,-0.119644,-0.119257,-0.11669,-0.117271,-0.115684,-0.116013
-0.117646,-0.117509,-0.11723,-0.117262,-0.11524,-0.113363,-0.114285,-0.114241
-0.116281,-0.116747,-0.116551,-0.116343,-0.113201,-0.113876,-0.113853,-0.113702
-0.115974,-0.117067,-0.116975,-0.117467,-0.114536,-0.114738,-0.113814,-0.115225
-0.117638,-0.116495,-0.117005,-0.116637,-0.113937,-0.114886,-0.113751,-0.113398
-0.117455,-0.11702,-0.11617,-0.116973,-0.114149,-0.114087,-0.113572,-0.113967
-0.116926,-0.116448,-0.117895,-0.117099,-0.114272,-0.114765,-0.11521,-0.114352
-0.117942,-0.115894,-0.11618,-0.116151,-0.113587,-0.11369,-0.113926,-0.113547
-0.117527,-0.11742,-0.116774,-0.117267,-0.113246,-0.113054,-0.113063,-0.1134
-0.118777,-0.118555,-0.118616,-0.119027,-0.115676,-0.116176,-0.115163,-0.115828
-0.117134,-0.117305,-0.116811,-0.116433,-0.113965,-0.11448,-0.114263,-0.1142
-0.116736,-0.117166,-0.117528,-0.116999,-0.114339,-0.114633,-0.107559,-0.114137
-0.118713,-0.117901,-0.117569,-0.117618,-0.115055,-0.11591,-0.11545,-0.114693
-0.116786,-0.116394,-0.117278,-0.117148,-0.114411,-0.114435,-0.114124,-0.114266
-0.117252,-0.11694,-0.117031,-0.11719,-0.113707,-0.114405,-0.113639,-0.113057
-0.118088,-0.118795,-0.11775,-0.117725,-0.115022,-0.11468,-0.115174,-0.115939
-0.117282,-0.11627,-0.117021,-0.117053,-0.113546,-0.113698,-0.114251,-0.114197
-0.117987,-0.117726,-0.116847,-0.11727,-0.113878,-0.114071,-0.113813,-0.114189
-0.11729,-0.118016,-0.118133,-0.118597,-0.115624,-0.115359,-0.115448,-0.114558
-0.117572,-0.117068,-0.116599,-0.116654,-0.114451,-0.113525,-0.114548,-0.114357
-0.116296,-0.11757,-0.117031,-0.117401,-0.113543,-0.11383,-0.114118,-0.113443
-0.11814,-0.117957,-0.117056,-0.117576,-0.11526,-0.114975,-0.115585,-0.115403
-0.117133,-0.116057,-0.117229,-0.116901,-0.113564,-0.113985,-0.113813,-0.114261
-0.116018,-0.116324,-0.116735,-0.11706,-0.113477,-0.114014,-0.114627,-0.114057
-0.118403,-0.119376,-0.118317,-0.118024,-0.115773,-0.114842,-0.115443,-0.115077
-0.116095,-0.115607,-0.117568,-0.116126,-0.113879,-0.113586,-0.113569,-0.112875
-0.116799,-0.116635,-0.116995,-0.116754,-0.113548,-0.11418,-0.1143,-0.114433
-0.117109,-0.117515,-0.118162,-0.118232,-0.114045,-0.115675,-0.114859,-0.115394
-0.117804,-0.117713,-0.116797,-0.117048,-0.114433,-0.11459,-0.115631,-0.114705
-0.117173,-0.116426,-0.116427,-0.116688,-0.113733,-0.114142,-0.114295,-0.113866
-0.118764,-0.118429,-0.118402,-0.118249,-0.115968,-0.115878,-0.11581,-0.115013
-0.117587,-0.118151,-0.117176,-0.116314,-0.114972,-0.114942,-0.114372,-0.114324
